Comment,Label,Nothing
아니 큐브 외국인들은 노래만 부르면 다 한국어 천재가 되는겨;; 발음 오짐,1,
3:42 ...너무 좋아..,1,
3:56 봐봐 쫌..,1,
3:56 너무 좋아서 울고 싶다,1,
와 라이브 정말 잘한다,1,
수수 무대 밑에서는 부끄부끄ㅎ 아잇 난 론리ㅎ 이러다가 무대 위만 올라오면 진짜 카리스마 쩐다... 멋있다,1,
근데 퍼포먼스도 퍼포먼슨데 무대조명이랑 카메라구도가 진짜미친거같음ㅈ같은 음악중심은 안무거의 1도안보이는데 여긴 다보이며서 개개인 도 다특색살림ㄷㄷ;;,1,
아이들을 보고 있으면 카드 게임을 하고 있는 것 같아.,1,
전소연 무대매너 지린다,1,
이노래가 6위가 아닌 이유: 박봄이 다라한테 녹화해서 보여주고싶다고 함. 원래 가수 인정을 받음.,1,
솔직히 이 무대가 6위인건 말이 안돼지ㅋㅋㅋ 조회수를봐ㅋㅋㅋㅋㅋ,0,
진짜 봐도봐도 편곡미쳤다ㅋㅋㅋ 제대로 정글이네ㅋㅋㅋ 요즘 정글느낌 하나둘씩 나오는거같은데 이 정도의 느낌은 못주는듯 와이지 나쁘다 음원좀 내게 허락해주지 치사하게ㅡㅡ정글컨셉으로 노래 한번 더 내줬으면좋겠다,1,
"솔직히 2NE1이 넘사벽이긴한데, 그나마 이정도로 만들어 낸 건 대단하다고 인정해야줘야함. 다른 아이돌은 이정도의 느낌도 못냈을 거임",1,
"편곡 소연 ,,,, 와 진짜 개 멋있다",1,
우리 아이들언니들도 잘하지만 백댄서분들도 진짜 잘하시고 멋있다!,1,
2:40 나나나난 울지 않아 바보처럼 이거 나만 중독성 있냐..? 계속 맴도네,1,
전소연 랩파트 치고나올때 속 ㅈㄴ뻥뚫림 ㄹㅇ개시원,1,
진짜 보면 볼 수록 빡 돌아서 쓴다. 엠넷은 대체 뭐해. 이럴거면 탈락제도는 왜 만들었는데? 딱 봐도 1년 차 신인에 1차 경연에 1등. 이번에 투애니원의 느낌을 내지 못했다하면 그만이야? 이해 못한다 진짜. 다른 팀들이 Fire 하면 아이들 반도 못해.,0,
수진 진짜 개미챴다...??,1,
진짜 퀸덤보며 잴 어이없던건 아이들6위다..,0,
퀸덤 조회수 1등 무대가 꼴찌라니 .. 조작을 했어도 좀 잘좀 하지 ..,0,
수진 끼는 진짜 미쳤다...근데진짜 투에니원 너무 대단한그룹이네ㅠㅠ 라타타 지난경연보고 아이들도 진짜 쩐다생각했는데 투에니원 포스를 못따라가네ㅠㅠ,1,
솔직히 이 노래 아이들 아니면 누가해..?,1,
미연이가 와이지 있었어서 그런가 ㅠㅠ 목소리 너무 잘 어울려 아이들 사랑해????,1,
미친 사랑해 예슈화 ㅠ,1,
"아이들이 퀸덤 공신. 아이들이 처음으로 라타타 무대 재구성해서 보여주고, 엄청 퀄리티 높은 무대 계속 보여줘서 다른 팀들도 더 동기부여 받은 거 같음. 안 그랬으면 퀸덤은 그냥 활동했던 곡들 다시보여주는 느낌이었을 테고 흥행도 못했을 듯",1,
진짜 장난아니다 심장을 뒤흔든다ㅠ...,1,
3:55 서수진 이거 보러 맨날 온다,1,
아이들은 대중픽이 진짜 강한듯.. 뭐라 해야하지 ..? 물론 코어팬도 단단한데 원픽 그룹 있는 팬들에게 만인의 차애팀 느낌?ㅋㅋㅋㅋ 그냥 다 좋아하는 듯,1,
미연 목소리 카랑카랑 한 거 너무 좋다 진짜ㅠㅠㅠㅠ,1,
미연이 그와중에 마지막에 민니랑 화음 쌓으려고 하네.. 최고다 조미연,1,
진짜 아이들입덕해야겠다ㅜㅜ다잘해ㅜㅜ이와중에 지민 팔장끼고 앉아있는거보소ㅋㅋ한대치고싶다,1,
아이들은 ㄹㅈㄷ임..,1,
솔직히 6등이 뭐냐 ㅅㅂ 퀸덤 통틀어 조회수가 젤 높은데,0,
애들아 너희는 잘했다. 원곡자들이 너무 십넘사라 그런거다. 너무 잘했다,1,
3:55 ㄹㅈㄷ,1,
2:39 거의 절규하시는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ어어어어어어어억어....!!!!!!!!!!,1,
댓글이 다 최신이야 ㅋㅋㅋㅋㅋㅋㅋ,1,
난 진짜 수진이 저런 표정연기를 한 무대가 어느 그룹 아래라는 생각을 하지도 못했다,1,
ㅇㄴ 뭔 남자분 목소리가ㅋㅋㅋㅋ 우어어ㅓㅏ각!!!!!!!! 이러고 있엌ㅋㅋㅋㅋㅋ,1,
슈화 파트가 진짜 없네... 영상이 4:52 짜린데 슈화 파트는 4:13초에 처음 나옴;;,0,
2:56 슈화 박자 못맞추는거 너무 귀여워 ㅠㅠㅠㅠㅠㅠㅠㅠ,1,
아이들은 진짜 유니크한 그룹이라 소연이 우기 민니 수진이가 엄청 튄다고 얘기하는데 슈화랑 미연이가 애들 얼굴이나 컨셉을 다 조화롭게 잡아주는 느낌. 슈화랑 미연이 얘기는 없지만 여섯멤버들중 한명만 없었어도 아이들은 이렇게까지 못왔을거같은 느낌임 결론은 아이들 사랑한다고ㅠㅠㅠㅠㅠ,1,
2:10때 우기 체인 찰랑거리는 소리 궈여워ㅠ,1,
3:56 수진씨 저 레드립에다가 끼 어쩔 꺼예요!!!!!!ㅠㅠㅠㅠㅠㅜㅠ 아 지ㅣㄴ짜 사람 하나를 붙잡으시네,1,
4:04 여기 수진 솔로 다음에 박자 딱 맞춰서 소연 나오는거 넘좋다진짜..,1,
"조회수만 봐도 누가 더 잘하는지 알 수 있을 것 같은데,6위라니ㅋㅋㅋㄱㅋ 견제 오지네ㄲㅋㄱㅋ이번엔 투표 조작 하지말고 잘하자 암넷아",0,
아니 이게 퀸덤 전체 조회수 1위인데 6위를 주냐 ㅋㅋ,0,
이게 6등이라고?? 세상은 다 거짓말로 가득차있어...헛살았어...,0,
4:39 수진 우기 민니 차례대로 나오는거 개좋,1,
2NE1이 워낙 레전드였지만 이 무대보면서 못한다는 생각 단1초도 든적없음 게다가 자기들색깔을 나타내면서 원곡을 크게 건들지않음..진짜 천재들이야..,1,
으앙 슈화 짱ㅠ 너무 귀여워,1,
근데 이거 완전 중독성 쩜 뜰때마다 보러옴.. 나만 이런거 아니지,1,
우기 머리 너무 귀엽ㅈ나ㅠㅠㅜ안무 할때마다 머리가 계속 자기 치는데돜ㅋㅋㅋㅋㅋ생선가게 가면 파리 쫒을때 계속 돌아가는 그거 같ㅇ ㅠㅠ 아 이런 생각 안되는데 귀여워 미친 ㅠㅠㅜ,1,
와 어쩜이리잘하지원곡느낌살리면서 자기색깔드러내는거천재다 정글느낌도 좋은데 이게 6위라고?,1,
젊은천재가 생기는거같다(다른분도 뛰어나지만 저의 지극히개인적인 의견입니당)래퍼는 이영지님(19)작사편곡은 전소연님같은느낌,1,
헐 이게 꼴지 무대였다니... 암넷이 암넷한거구나... 바부야 모를줄 알았냐?,0,
4:04 수진 대박이네 딱 저 부분에 수진 몸에서 수증기 내뿜는 것 같음 뭔가 그런 느낌,1,
4:46 포효하는 사자의 목소리 으워어어아아ㅏㅏㅏㅏㅏ!!!!!!!!!!,1,
방금 식스센스를 보고온 사람으로 한마디를 하겠습니다. 이게 6등이었다는 것은 우리집 금붕어 황금이가 봐도 이해 하지 못할것 같습니다.2500개 감사합니다,0,
3:59 여기 급나 웃긴데 왜 아무도 언급안해ㅠㅋㅋㅋㅋ큐 나 이분 욀케 좋냐ㅠㅠ 진짜 나올때마다 웃겨ㅋㅋㅋㅋㅠ  당신은 갓혜정!!,1,
얘네는 전소연도 전소연이지만 보컬이 개사기임 ㄹㅇ,1,
남의 랩 내랩으로 만들어 버리는 전소연....,1,
유일하게 6위한게 이해가 안되는 무대임 주작 존나 티남,0,
서수진은 입술로 사람 홀리나 봐...,1,
편곡 진짜 이번편에서 되게 잘한편에 들어간다고 생각하고 되려 원곡과 확 느낌 다르게 편곡하는것보다 이렇게 좀더 최근 트렌드에맞게 느낌을 바꿔준게 Fire 라는 노래를 아는 대중들에 대한 향수도 불러일으키고 너무 좋은것같은데 왜 아래표 많이 받았나 아직도 의문임....ㅠㅠ 올타임레전드 2ne1 노래를 가지고 이렇게 본인들느낌 잘살려서 어울리게 녹인거만으로도 충분히 되게 잘하는거라고 생각함... 이거보고 2ne1무대 찾아보지 않았다는것 자체가 이 무대만으로도 기대감을 확실히 충족받았기때문이라고 생각 아이들 진짜 최고야ㅠㅠ,1,
개인적으로 이 무대 수진하고 슈화가 의상하고 너무 잘어렸다 ㅠㅠ 사랑해,1,
0:39 도입부부터 칭찬해주는 혜정...♡,1,
아 진짜 아이들 너무 좋다ㅠㅠ,1,
아이들 사랑해 ㅠㅠ??♥?????????????,1,
0:55엉엉엉 잡덕 죽음 엉엉,1,
이ㅣㅣㅣ래서 방송국놈들이 안된다는거야..,0,
나 이거 보고 슈화 ( 님 ) 입덕함 존나 예쁜 언니가 찰랑찰랑 하는데 누가 안반할까,1,
전리다ㅋㄱㄱㄱㄷㄱㄷㅋㅋㅋㅠㅡㅠ77ㅋㅋㄱㄱㄱㅋ수진 나올때 쑤진!!!!!!!하는거도 그렇고 겁나 멤버들 나올때 되게 뿌듯해하는듯,1,
나만 이거 하루에 한번씩 들으러 오나 ㅠㅠ 멤버들 개개인마다 너무 매력있는데 특히 소연이 도입부분이 너무 매력적이다....이게 어떻게 6위임 ㅋㅋㅋㅋㅋㅋ,1,
아무리 봐도 러블리즈에 비해 꿀리는거 1도 없는데 순위가 낮은지 이해가 안가요 그쵸 엠넷^^,0,
이거랑 싫다고말해보고 아이들 팬됐지..,1,
2000만회 가 넘었음..얘네가 다 씹어먹은거임,1,
원곡과 별반 차이가 없다고 아쉽다고 말하는 분들이 있는데 소연님이 일부러 원곡과 크게 다르지 않고 사람들과 소통하는 무대를 하고 싶다고 했어요 아마 이 무대로 인해서 향수처럼 다시 2ne1무대를 생각하게 되는 그런 것들을 원한 것 같아요이번 아이들 무대는 원곡 느낌을 유지하면서+아이들 느낌 에스닉을 추가해서 색다르고 좋은 무대였던것 같아요ㅎㅎ,1,
이제 이거 하루에 한 번씩 안 듣고는 못 사는 사람이 되었다 아,1,
파이어 중독이다 ..ㅎ 싫다고 말해 맨날 보다 이제  파이어 .... 모든게 킬포인 무대 진짜..,1,
"개인적인 하이라이트 1:13""개쩔지? 더쩌는거 보여줄게 수찐!""하는거 같아",1,
2:12 짤랑소리 라이브 인증 개쩐다,1,
1:52 민니파트 완전쩔어요 진짜,1,
전소연은 신기한게 투애니원 커버를 해도 cl이 안보인다.. cl만큼 개성강하고 자기주장강한 아이돌 없었는데 cl과는 또 다른 느낌으로 잘 소화하는듯,1,
아니 진짜 6등할 무대는 아니었다고 생각함..,0,
진짜 몇번을 보는지 모르겠다 물론 원곡은 넘사벽이라 못따라감 근데 개성을 너무잘살림,1,
진짜 큐브는 소연이한테 잘 해줘라 현재 활동하는 여돌 중 랩핑 최강인 듯....,1,
2:09 ㄱㅇㄱ 여기 잘 들어보면 하네스 짤랑짤랑 소리남ㅋㅋㅋㅋㅋ,1,
조회수가 순위알려준다ㅋㅋ 내가 좋아하는 그룹 뮤비조회수보다 높음..ㅠ,1,
박봄 가수님 진짜 뿌듯 하시겠다,1,
다른사람들은 1일1깡을 하지만 난 1일1fire 한다,1,
원곡자들에 대한 최대의 예의를 갖춘 무대라고 생각... 대단하다는 말이 부족 ㅋㅋㅋ그나저나 카메라 개잘잡네 ㅋㅋㅋㅋㅋ,1,
송우기 너무 귀여워서 립스틱 보라색인 것도 까먹고 있었음 ㅠㅠㅠㅠㅠㅠ 기엽워,1,
저때부터 레게풍 덤디덤디 큰 그림을 그렸나 덤디덤디 존나좋아,1,
우기는 퍼포먼스 쩔긴한데 너무 귀여워ㅠㅠ,1,
헐 조회수 미쳤다ㅏ 아이들 짱 멋져,1,
"1:13 소연이가 무슨 비밀명기 부르듯이 ""수진!!!"" 하는게 포인트얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1,
처음부터 끝까지 조작인 엠넷.. 이걸 어떻게 꼴찌를 주냐..꼴찌줄 거였으면 박봄이 산다라한테 보여주고 싶다는 얘긴 편집 시켰어야지.. 원곡자가 인정한 엠넷이 고른 꼴찌라니 이 얼마나 모순의 극치..,0,
1:58 삼촌팬 귀여우시다 ㅋㅋㅋㅋㅋ,1,
3:55 내가 이 장면 때문에 맨날 n번씩 보러온다..레베럽에서 네버랜드 돼게 생겼네...,1,
진작에 이런프로좀 만들지 퀸덤팀들 매화마다 레전드를 찍네 얼마나 답답했겠어 이런무대도 할줄아는데,1,
우리 수수를 본사람들은 팬이 된사람들은있겠지만 한번 수수를 봐도 팬이안된사람은 없을거같에,1,
이게 노래임~~??? ㅋㅋㅋㅋ 작품이지,1,
8월 23일 조회수 2592만회,1,
카메라 일 잘하네,1,
와 아무리 봐도 아이들은 진짜 희생양인듯 진짜 방송보고 왔는데 대체 이게 어딜 봐서 6위임? 설마설마 했는데 암넷 내 상상을 뛰어넘어..,0,
난 박봄 1위나 아이들 1위라도 당연히 생각했다 이 노래를 살려내는 아이돌이 어디있어 이것 만으로도 레전드지,1,
4:25  ♡맘무♡,1,
난 여기 수진이가.그렇게.이쁘더라 ㅠㅠ,1,
미연언니 그거 티셔츠야?수진언니 그거 팬티야?아니 미친 무슨 짧은 걸 입히고 있어제발 이번 덤디덤디 옷 완전 짧던데예전엔 예뻐는데 많이 안 짧고..,1,
"Fire이라는 곡자체가 개성도 강하고 많은사람들이 알고 있는곡이라 편곡을 너무 많이하면 자칫 3자입장에서 2ne1 fire이랑 비교당하면서 2ne1느낌이 안난다, 아쉬웠다등등 같은  평가가 있었을  수도 있었음 사람들은 편곡을 어떻게 하는지도 궁금해 하지만 그당시 2ne1fire의 강렬하고 독특한 멜로디를  그리워하는 사람들이 무조건 있기때문에  적당히 편곡을 하면서 2ne1의 느낌을 살리면서 아이들만의 (라타타,한: 이집트느낌) 특유의 컨셉 정글 느낌을 넣었던게 좋았음. 유명했던 곡이라 편곡하기 엄청 부담스럽고 까다로웠을텐데 다행.",1,
이게 꼴찌라니 백퍼 주작;;,0,
3:36 나만 이부분 에버랜드 아마존 느낌남? 사람들 환호성이랑 분위기 때문에 볼때마다 그 생각하는데...,1,
막내팀이라는게 진짜.....,1,
미연이 진짜 시원하다 왜 메보가 두명인지 알겠음.. 민니는 몽환적인 보이스고 우기는 저음이라 독특해서 둘다 귀에 박히는데 중간에 미연이가 시원하게 불러니까 느낌이 더 사네 ㅋㅋㅋㅋ,1,
엠넷은 조작을 못 하면 프로그램을 못 만듦?,0,
3:55 수진 미쳤는데,1,
유튜브 조회수 투표 들어갔으면 아이들 1위 쌉가능,1,
"고3때여서 퀸덤이라는 프로그램 1도 몰랐고 저기서 박봄이랑 aoa밖에 몰랐었는디, 그때 무대 다 보고 aoa랑 아이들만 감탄 나오고 계속 기억에 남더라,,,",1,
1:07 댄서분들 어케 한겨;; ..오ㅏ 겁나 신기,1,
진짜 1일1아이들하는데 진짜 볼때마다 드는 생각이지만 소연언니가 컨셉을 잘 찾는 것도 있지만 스타일리스트가 진짜 멤버별로 잘어울리는 옷스타일을 정말 잘 찾는듯 그리고 맨날 코디에 묻히는데 진짜 화장이 멤버별로 찰떡임 파츠나 글리터 붙이는거 진짜 레전드임 그리고 악세사리도 진짜 잘고름!!!,1,
2:29 어허 좋다~,1,
"수진이는 몸이나 의상,메이크업 이런거 에티튜드가뭔가 굉장히 원초적이고 야시시한데. 근데 이걸 소속사도 본인도 그 점을 되게 잘 알고대중적인 매력으로 잘 승화하는게당당하고 멋있어보임.",1,
진짜 아이들 퀸덤 무대 볼때마다 계속 소름돋음..,1,
아이들도 너무 잘했는데 원곡을 이기진 못하는듯 ㅠㅠㅠㅠ박봄 목소리 진짜 독보적,0,
수진님아... 그만 부숴 내 심장... 뭔 곡 할때마다 킬링포인트에서 내 심장을 뜯고 맛보고 즐기고 그르냐... 민니님도.. 앞머리랑 목소리랑 넘 잘 어울림..,1,
마스크 안쓰고 직접 가서 즐길 수 있었던 시절... ㅎ 그립다 ㅋㅋㅋ,1,
조작도 적당히 해야지 1등에서 6등ㅇㅣ 말이되냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아이들 이 그룹운 곡도 받지않고 소연님이 스스로 작곡 하는뎈ㅋㅋㅋㅋㅋㅋ진짜 엠넷 웃기네 ㅎ,0,
아니 이게 왜 6등이냐고..,0,
아 진짜 이거 음원 안내주나요ㅠ? 중독성 쩔어서 매일 보러오는데 음원 좀 내줘요 제발 ㅠㅠㅠㅠㅠㅠㅠ,1,
저번에 어디선가 우기 머리 왜저러냐고 코디 욕하던 사람있었는데 산다라박머리를 모른다는게 충격이였다.....,0,
아이들의 개성으로 정말 잘 살린 무대...너무 멋있어....,1,
1:12 수진,1,
소연 나올 때만 에너지가 다름 ㅋㅋㅋ 대박,1,
이 무대는 2ne1에게 예의와 존경을 표하기위해 아이들 개성과 편곡같은건 자제했다는거같던데 진짜 똑똑하고 예쁜마음이야 ㅜㅜ,1,
역시 조회수는 거짓말 못 함 ㅋㅋㅋㅋㅋㅋ,1,
이게 6등이였다고..,0,
1:14 쑤진 !!2:10 이때부터 우기 너무 좋다 가사랑 우기 목소리 너무 잘 어울려3:56 쑤진 어흥 너무 좋아 ㅠㅠ,1,
저기..  컴백홈 옵쏘소 투표 안할꼬양~ 그 슈슈맞나여..?  ♡♡,1,
이것보다 어떻게 더 잘하냐 이게 꼴등이 말이 돼?????????,0,
아직도 댓글보니 인정못하는 사람많네 물론 나도지만.....,0,
전소연 렛츠고랑 끼쟁이 서수진이랑 쫠랑쫠랑 슈화랑 흑마법사의햄스터 우기랑 미연이 별들로랑 민니 미미미미미미미치고싶어 주기적으로 안봐주면 삶의 활력이 안생김,1,
진짜 너무 잘한다 소연이 랩 진짜 잘한다 요즘 저런 아이돌 여성 래퍼가 있나,1,
조회수 2000만 회 넘은 게 6위라는 것부터 넘나 조작조작...,0,
진짜 솔직히2차 경연은 러블리즈가 6등 아니여서 진심 놀랐고 아이들이 6등해서 소리지름 이 무대가 6등이라니 또 조작인가? 싶었지,0,
2:37 누가 오열하네 ㅋㅋㅋ,1,
1:53가사:미미미미미미미미멜로디:미미미미미미미미똑같네요,1,
아래표 많이받은게 너무 이해안되는데 ..,0,
여자라면서수진사랑한다,1,
"미연언니 진짜 메인보컬이라 그런가 박봄님 파트 완전 잘 소화함 사랑해,,,,,ㅠㅠ",1,
모든 진실은 조회수가 말해준다,1,
나 진짜 우기 볼려고 맨날 들어와...,1,
이게 6위...?,0,
3:06 반해쏘..,1,
대체 왜 꼴등이야,0,
시작 우기 목소리는 왜 들어도 들어도 소름돋냐,1,
"진짜 잘했음 아이들 색깔 넣어서,, 그래도 투애니원 세대 분들은 다 알겠지만 투애니원 파이어는 진짜.... 아무도 못 뛰어넘음",1,
소연 언니는 ar mr을 가지고 논다... ar에 mr로 부르다가 ar만 띄우고 mr로 포인트 주고 진짜 전체적으로 너무 대단하다고 느끼는 무대...,1,
소연 이런 스타일에 잘 어울린다,1,
1:00 찌발 언니 사랑혀,1,
또 보러왓지만 edm 잘 안쓰는 방향으로 편곡 잘한거가틈. 임팩트가 무조건 크다고 편곡이 잘된건 아니니까 그룹색에 맞춰서 진짜 잘한듯,1,
미연 진짜 YG느낌나네 ㅋㅋㅋㅋㅋ 괜히 오래있던게 아니야.. 물만난 물고기 느낌,1,
전소연 등장할때 개짜릿해 ㅋㅋㅋ,1,
왜 ?????????????? 이 좌표가 없어 레전든데3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56 3:56,1,
슈화파트 중독성있어,1,
원곡에 비해 아쉬운 감은 있지만 그건 투애니원이 넘사여서 그런거지 절대 아이들 실력이 부족해서가 아님 6위할 무대는 아니였다고 생각했는데 이번에도 럽리가 꼴등하면 불명예 하차라서 다들 눈치보다가 아이들 투표한 거 같다는 느낌ㅠㅠ 너무너무 억울하다 아이들 이번 일로 기죽지말았으면ㅠㅠ,0,
1일 1 Fire 합니다,1,
소연님 진짜 이쁘다..,1,
"역시 fire은 그대로 들어야지,, 아이들 진짜 생각 잘했다 이 곡은 편곡 억지로 쑤셔 넣고 자기 색깔 보여 준다 해서 2ne1 본연의 색을 감출 수가 없다,, 잘했다 정말",1,
와 조회수....,1,
2:16 우기야..도망쳐,1,
박봄 진짜 보는 눈빛이 촉촉해서 넘 좋다ㅎㅎ 물론 아이들이 좋아서 그런 눈으로 보는게 아닐 수도 있지만 뭔가 진심 담긴 눈빛이라 쏘 감동,1,
이런 편곡에 이런 노래에 이런 무대한게 꼴지인거 진짜 이해 못해..... 계속 돌려봐도 어이없어..... 음원도 이것만 안 풀렸던데 이런 무대 꼴찌 나는 이해 못한다.......,1,
슈화 귀여워 슈슈♡ 수진이 진짜 너무 이뻐 매력이 넘쳐요~♡소연이 우리 천재님♡ 민니 왜이리잘해♡우기♡♡ 귀엽고 깜찍한 반전매력 보이스♡,1,
ㅠㅠㅠㅠ  아 이것도  너무  멋있어 ㅠㅠㅠ,1,
아니 민니 제오인격에 나오는 예쁜 야만인 닮았음ㅋㅋㅋㅋㅋㅋㅋㅋㅈㄴ 예뻐,1,
멤버들 조화가 진짜 좋다... 다 개성이 너무 다름... 같은 쎈캐인데 소연 수진이 완전 다르고 같은 청순인데 미연 슈화가 또 너무 다름 우기는 본적없는 귀여운외모에 반전 목소리 민니는 걍 존나 독보적 목소리 호소력? 색깔 진짜 짙은느낌 전소연이 진짜 프로듀싱을 잘하고있는거같아,1,
fire이 다른 멤버들도 잘어울리지만 소연 발성이랑 음이 너무 잘 어울려씀,1,
왜 6등읗 했는지 모르겠는데;;,0,
죄송한데 이게 어떡해 꼴등이죠???,0,
무대를 진짜 즐기는 게 느껴져,1,
8월3일 아이들 신곡나옴니다.,1,
1:14 소연이 진짜 열심히 하구나..ㅠ,1,
민니 엔딩 때 진짜 멋지다 밋쳣따 너무멋진데?!?!!??!!!!,1,
여기서 더 느끼는건데 수진이 춤선 너무 섹시한 말랑 순두부같애ㅠㅠㅜㅜ,1,
3:56 ????언니 나 죽어,1,
덤디덤디 보고 온사람 손!! 일주일에 한번씩은 출첵 하는듯 ㅋㅋㅋㅋㅋㅋㅋ 아이들 대박나라!,1,
다른 그룹들 리액션 보면 아뽕 차서 주기적으로 보러옴,1,
식스센스 보고 왔는데이 무대 순위 조작입니다.,0,
난 솔직히 마마무는 아이돌 걸그룹이라고 생각 안하니까 제끼고 아이돌 걸그룹 중에서는 아이들이 모든 무대가 완벽하네 누구 하나 빠지지 않고,1,
소연이 저때 생일이어서 저렇게 신났던거구나 ㅋㅋㅋ귀여워 ㅋㅋㅋ,1,
내가 전소연이면 퀸덤 피디한테 가서 침튀기면서 욕하면서 랩할 듯,0,
조회수만봐도 답나오네 1등했어야했는데 조작을할꺼며느제대로해 ㅋㅋㅋ,0,
전소연...사랑해.....,1,
역시 조회수만 믿어야지,1,
"아니 언니들 나 앓다 죽어.... 언니들 6위한거 실화야..?? 언니들 미안해 내가 장기팔아서라도 방청갔어야했는데 언니들 지금 고개숙인 모습보고 나 지금 바닥 부숴버렸잖어,,아래층도 노래듣고 6위는 애바라고 같이 우는중이야.. 내 신장 뭐하니 왜 붙어있어 지금 없었어야지 미쳤니",1,
싫다고 말해를 보고 소름돋아서 계속찾아보다가 여기까지 왔어요 ㅋㅋㅋㅋ 와 이걸 이제 봤네..,1,
이게 6등이라니....ㅠ,0,
전소연 미쳤다 무대 장악력 오지네,1,
그래 그냥 엠넷 너네 맘대로해라 차피 대중은 아이들을 선택했고 음악시장이라는것도 대중이 결정하는거니까,1,
"퉤니원은 그때 그 시절만의 감성이 있는데 그거 최대한 살리면서 지금 트렌드에 맞춘 전소연 리스펙; 누가 파이어를 정글 느낌으로 하겠어,,",1,
원곡이 넘사긴 하지만 개인적으론 진짜 잘했다고 봄 정글컨셉으로 신박하게 편곡한 것도 좋았고 전소연 도입부도 좋았고 수진 끼부리는 거 ㄹㅇ미침 한 5번은 돌려본듯 본인이 예쁘고 섹시한 거 너무 잘아는 것 같아서 좋다ㅠㅠ,1,
와 ..저렇게 서로의 곡으로한 무대를보면서 뭉클해하고 칭찬하고..ㅠㅜ 넘 보기좋다진짜 그냥 경쟁이아니라서로 즐기구 챙겨주는느낌...ㅜㅠ 크ㅜㅜ,1,
엠넷 진짜 정떨어짐...ㅠ,0,
3:04 나 이거 9137342번째 보는중 진짜미친거아님????,1,
개 잘한건 팩트. 근데 원곡이 너무 강렬하게 다가왔던 내 또래 세대들에겐 약간 아쉽게 느껴질 수도 있음. 원곡에 너무너무 익숙해져서 우리가 알던 '맛'이 안 사는게지ㅜㅜ 그래도 우기는 나름 산다라 느낌 잘 살렸고 수진아 너무 사랑합니다 내가,1,
1:58아.....아저씨가 왜 거기서 나와.....?,1,
아이들 잘했는데 원곡이 너무 넘사라 점수 낮은거 아닐지... 진짜 이렇게나 잘하는데 원곡 마려운건 원곡이 너무 쌉넘사라는거임,0,
"0:55 0:55 0:550:55 0:55 0:550:55 0:55 0:55 여기 승희가 ""아이들~"" 하는거 너무 중독성 있음 ㅋㅋㅋㅋㅋㅋ+여기도 2:20",1,
님들아 이건 암만 봐도 이상하지 않음? 다른 팀들이 러블리즈 떨어질것 같으니까 불쌍해서 꼴찌안주려고 희생양이 될 꼴찌팀으로 아이들로 한것 같은데 나만 그렇게 생각하나?,0,
아니 이게 왜 6위야ㅜㅜ,0,
퀸덤에서 카리스마 하면 여자 아이들이였고 걸크 하면 마마무였음 쩐다,1,
수진 투나잇 다음에 고음부분 듣고 개놀랐네,1,
진짜 이 무대가 꼴등이라니 ㅋㅋㅋㅋㅋ눈가리고 아웅도 정도가 있지 ㅋㅋㅋㅋㅋㅋ야 대중들 다 눈 있어 이걸 꼴등을 주고 앉았네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,
조작 인정 진심ㅋㅋㅋ 사람들이 바보로 보이나,0,
미연 노래할때 ㅋㅋㅋㅋㅋㅋ노래가 젤루 쉬운ㄷ뎅!? 노래 잘하는 걸 왜 모태!?!ㅇㅅㅇ? 라는 느낌임ㅋㅋㅋㅋㅋㅋ,1,
"2:56 , 3:21 예슈화 박자 못맞추는거 왤케 귀여운데 ㅠㅠㅠ",1,
랩 잘하는 애가 한명 버티고 있으니 곡이 꽉 차는 느낌.,1,
3:55 서수진이 미래다.,1,
조회수는 거짓말을 하지 않는다,1,
예슈화 음색 존나 예뻐,1,
애들이 전체적으로 무대 할려고 긴장한게 아니라 걍 시청자랑 관객들이랑 놀려고 하니까 그 자유롭다는 ‘fire’ 느낌을 진짜 잘 살림근데 왜 6위했냐;;;; 해명하라,1,
뜬금없지만 2:00 이여자분 아이즈원채연 닮았다,1,
소연이 진짜 잘한다,1,
이 무대 너무 많이 봐서 승희씨가 위얼 아이들~~ 하는 타이밍까지 다 외움,1,
소연 언니 날 가져요♡,1,
슈화 파트 왜 이렇게 없냥 ㅠㅠ 같은 파트만 두번밖에 없궁 ㅠㅠ,1,
퀸덤 도중에 나오는 에이오에이 진짜 보기 싫다;;;,0,
아이들에 빠져서 퀸덤 볼까 하다가 이게 6위라니.... 보면 고구마 일거 같아서 안봐야겠다,0,
하 2NE1ㅠㅠㅠ 추억이다 ㅜㅜ,1,
근데 진짜 이게 왜 6등이에여?????????다시봐도 이해안감,0,
